"dataset"	"FC"	"Gene.Name"	"Gene.ID"	"P.Value"	"species"	"type.x"	"treatmentTime"	"cellName"	"sex"	"GEOlink"	"papers"	"GEO"
"E.Br.50h.1"	2.69072875336141	"PADI3"	"51702"	1	"Homo_sapiens"	"epithelial"	"50h"	"SkBr3"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19670"	"PMID: 20227041"	"GSE19670"
"E.Br.8h.1"	2.84908583413617	"PADI3"	"51702"	1	"Homo_sapiens"	"epithelial"	"8h"	"SkBr3"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19670"	"PMID: 20227041"	"GSE19670"
"E.HN.24h.1"	4.104603987	"PADI3"	"51702"	0.408474318	NA	NA	NA	NA	NA	NA	NA	NA
"E.Pr.24h.2"	10.6074369639161	"PADI3"	"51702"	4.2603491869349e-10	"Homo_sapiens"	"epithelial"	"24h"	"prostosphere"	"male"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE60956"	""	"GSE60956"
"E.Pr.24h.3"	7.20420158598527	"PADI3"	"51702"	1.34230009169484e-14	"Homo_sapiens"	"epithelial"	"24h"	"RWPE1"	NA	NA	NA	NA
"E.Pr.48h.1"	6.02090678728321	"PADI3"	"51702"	9.61111253209734e-14	"Homo_sapiens"	"epithelial"	"48h"	"RWPE1"	NA	NA	NA	NA
"E.Pr.6h.1"	11.9698935023196	"PADI3"	"51702"	1.08381079811478e-16	"Homo_sapiens"	"epithelial"	"6h"	"RWPE1"	NA	NA	NA	NA
"E.Br.20h.1"	2.18696998860623	"PDPN"	"10630"	1	"Homo_sapiens"	"epithelial"	"20h"	"SkBr3"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19670"	"PMID: 20227041"	"GSE19670"
"E.Br.50h.1"	2.17880182241629	"PDPN"	"10630"	1	"Homo_sapiens"	"epithelial"	"50h"	"SkBr3"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19670"	"PMID: 20227041"	"GSE19670"
"E.Br.8h.1"	2.40309897906737	"PDPN"	"10630"	1	"Homo_sapiens"	"epithelial"	"8h"	"SkBr3"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19670"	"PMID: 20227041"	"GSE19670"
"E.HN.24h.1"	3.606379599	"PDPN"	"10630"	0.408474318	NA	NA	NA	NA	NA	NA	NA	NA
"E.HN.24h.1"	2.85940736	"PDPN"	"10630"	0.930349438	NA	NA	NA	NA	NA	NA	NA	NA
"E.HN.24h.1"	3.178566882	"PDPN"	"10630"	0.608172873	NA	NA	NA	NA	NA	NA	NA	NA
"E.Pr.24h.2"	3.50713170240316	"PDPN"	"10630"	2.57264374322549e-07	"Homo_sapiens"	"epithelial"	"24h"	"prostosphere"	"male"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE60956"	""	"GSE60956"
"E.Pr.24h.3"	1.52366665400786	"PDPN"	"10630"	1.65778601281754e-08	"Homo_sapiens"	"epithelial"	"24h"	"RWPE1"	NA	NA	NA	NA
"E.Pr.6h.1"	2.07694451782809	"PDPN"	"10630"	5.59541208854289e-10	"Homo_sapiens"	"epithelial"	"6h"	"RWPE1"	NA	NA	NA	NA
"E.Br.20h.1"	2.03890748667696	"PIK3R1"	"5295"	1	"Homo_sapiens"	"epithelial"	"20h"	"SkBr3"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19670"	"PMID: 20227041"	"GSE19670"
"E.Br.24h.2"	1.34299796138017	"PIK3R1"	"5295"	0.0998287141206699	"Homo_sapiens"	"epithelial"	"24h"	"MDA-MB-31"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE53975"	""	"GSE53975"
"E.Br.24h.3"	1.34299796138017	"PIK3R1"	"5295"	0.0998287141206699	"Homo_sapiens"	"epithelial"	"24h"	"primaryBreastCancerFragments"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE27220"	""	"GSE27220"
"E.Br.50h.1"	2.00595082271742	"PIK3R1"	"5295"	1	"Homo_sapiens"	"epithelial"	"50h"	"SkBr3"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19670"	"PMID: 20227041"	"GSE19670"
"E.Br.8h.1"	2.05133647926966	"PIK3R1"	"5295"	1	"Homo_sapiens"	"epithelial"	"8h"	"SkBr3"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19670"	"PMID: 20227041"	"GSE19670"
"E.HN.24h.1"	3.633462753	"PIK3R1"	"5295"	0.408474318	NA	NA	NA	NA	NA	NA	NA	NA
"E.HN.24h.1"	3.230142754	"PIK3R1"	"5295"	0.608172873	NA	NA	NA	NA	NA	NA	NA	NA
"E.HN.24h.1"	3.327833777	"PIK3R1"	"5295"	0.608172873	NA	NA	NA	NA	NA	NA	NA	NA
"E.Pr.24h.1"	2.85954831295696	"RGNEF"	"64283"	4.43087950992533e-05	"Homo_sapiens"	"epithelial"	"24h"	"LNCaP"	"male"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE60956"	""	"GSE60956"
"E.Pr.24h.2"	1.58418874088457	"RGNEF"	"64283"	5.2363402625681e-05	"Homo_sapiens"	"epithelial"	"24h"	"prostosphere"	"male"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE60956"	""	"GSE60956"
"E.Br.20h.1"	3.79800811307678	"SEMA3B"	"7869"	1	"Homo_sapiens"	"epithelial"	"20h"	"SkBr3"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19670"	"PMID: 20227041"	"GSE19670"
"E.Br.50h.1"	6.75948145790018	"SEMA3B"	"7869"	1	"Homo_sapiens"	"epithelial"	"50h"	"SkBr3"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19670"	"PMID: 20227041"	"GSE19670"
"E.Br.8h.1"	3.51435476172289	"SEMA3B"	"7869"	1	"Homo_sapiens"	"epithelial"	"8h"	"SkBr3"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19670"	"PMID: 20227041"	"GSE19670"
"E.HN.24h.1"	6.539976419	"SEMA3B"	"7869"	0.408474318	NA	NA	NA	NA	NA	NA	NA	NA
"E.Pr.24h.2"	4.42329248538825	"SEMA3B"	"7869"	1.42806185348907e-07	"Homo_sapiens"	"epithelial"	"24h"	"prostosphere"	"male"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE60956"	""	"GSE60956"
"E.Pr.24h.3"	3.27232696028819	"SEMA3B"	"7869"	3.49902493861634e-11	"Homo_sapiens"	"epithelial"	"24h"	"RWPE1"	NA	NA	NA	NA
"E.Pr.48h.1"	3.30149331235048	"SEMA3B"	"7869"	3.02827307834003e-11	"Homo_sapiens"	"epithelial"	"48h"	"RWPE1"	NA	NA	NA	NA
"E.Pr.6h.1"	3.97988523837437	"SEMA3B"	"7869"	1.72169628692281e-12	"Homo_sapiens"	"epithelial"	"6h"	"RWPE1"	NA	NA	NA	NA
"E.Br.20h.1"	4.28859024533127	"SERPINB1"	"1992"	1	"Homo_sapiens"	"epithelial"	"20h"	"SkBr3"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19670"	"PMID: 20227041"	"GSE19670"
"E.Br.24h.2"	2.03500841065381	"SERPINB1"	"1992"	0.00170782848215764	"Homo_sapiens"	"epithelial"	"24h"	"MDA-MB-31"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE53975"	""	"GSE53975"
"E.Br.24h.3"	2.03500841065381	"SERPINB1"	"1992"	0.00170782848215764	"Homo_sapiens"	"epithelial"	"24h"	"primaryBreastCancerFragments"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE27220"	""	"GSE27220"
"E.Br.50h.1"	6.97935205004595	"SERPINB1"	"1992"	1	"Homo_sapiens"	"epithelial"	"50h"	"SkBr3"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19670"	"PMID: 20227041"	"GSE19670"
"E.Br.8h.1"	6.19208216635014	"SERPINB1"	"1992"	1	"Homo_sapiens"	"epithelial"	"8h"	"SkBr3"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19670"	"PMID: 20227041"	"GSE19670"
"E.HN.24h.1"	5.85407177	"SERPINB1"	"1992"	0.408474318	NA	NA	NA	NA	NA	NA	NA	NA
"E.HN.24h.1"	3.665559202	"SERPINB1"	"1992"	0.408474318	NA	NA	NA	NA	NA	NA	NA	NA
"E.HN.24h.1"	6.438574812	"SERPINB1"	"1992"	0.408474318	NA	NA	NA	NA	NA	NA	NA	NA
"E.Lu.24h.1"	1.48584987893733	"SERPINB1"	"1992"	0.00393714875524379	"Homo_sapiens"	"epithelial"	"24h"	"AlveloarTypeIIcells"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE46749"	"PMID: 25903964"	"GSE46749"
"E.Pr.24h.2"	2.79435294109096	"SERPINB1"	"1992"	3.50497388619699e-07	"Homo_sapiens"	"epithelial"	"24h"	"prostosphere"	"male"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE60956"	""	"GSE60956"
"E.Pr.48h.1"	1.70203444080057	"SERPINB1"	"1992"	1.20695164959088e-07	"Homo_sapiens"	"epithelial"	"48h"	"RWPE1"	NA	NA	NA	NA
"E.Pr.6h.1"	5.13688053181407	"SERPINB1"	"1992"	1.02684035774725e-13	"Homo_sapiens"	"epithelial"	"6h"	"RWPE1"	NA	NA	NA	NA
"E.Br.20h.1"	3.52704418641953	"TCEA2"	"6919"	1	"Homo_sapiens"	"epithelial"	"20h"	"SkBr3"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19670"	"PMID: 20227041"	"GSE19670"
"E.Br.50h.1"	4.09360100107734	"TCEA2"	"6919"	1	"Homo_sapiens"	"epithelial"	"50h"	"SkBr3"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19670"	"PMID: 20227041"	"GSE19670"
"E.Br.8h.1"	3.35152224182162	"TCEA2"	"6919"	1	"Homo_sapiens"	"epithelial"	"8h"	"SkBr3"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19670"	"PMID: 20227041"	"GSE19670"
"E.HN.24h.1"	4.187484576	"TCEA2"	"6919"	0.408474318	NA	NA	NA	NA	NA	NA	NA	NA
"E.Pr.24h.2"	1.74912288022567	"TCEA2"	"6919"	1.57254570328688e-05	"Homo_sapiens"	"epithelial"	"24h"	"prostosphere"	"male"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE60956"	""	"GSE60956"
"E.Pr.24h.3"	1.59504229172007	"TCEA2"	"6919"	0.000251095325847176	"Homo_sapiens"	"epithelial"	"24h"	"RWPE1"	NA	NA	NA	NA
"E.Pr.48h.1"	1.608452201619	"TCEA2"	"6919"	0.000207340243008659	"Homo_sapiens"	"epithelial"	"48h"	"RWPE1"	NA	NA	NA	NA
"E.Pr.48h.2"	1.50727428787534	"TCEA2"	"6919"	0.00487475027927135	"Homo_sapiens"	"epithelial"	"48h"	"LNCaP"	"male"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE17461"	"PMID: 21592394"	"GSE23815"
"E.Br.20h.1"	3.95095427168241	"THBD"	"7056"	1	"Homo_sapiens"	"epithelial"	"20h"	"SkBr3"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19670"	"PMID: 20227041"	"GSE19670"
"E.Br.24h.2"	2.25260964055863	"THBD"	"7056"	0.0779860688087309	"Homo_sapiens"	"epithelial"	"24h"	"MDA-MB-31"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE53975"	""	"GSE53975"
"E.Br.24h.3"	2.25260964055863	"THBD"	"7056"	0.0779860688087309	"Homo_sapiens"	"epithelial"	"24h"	"primaryBreastCancerFragments"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE27220"	""	"GSE27220"
"E.Br.50h.1"	11.0159554117456	"THBD"	"7056"	1	"Homo_sapiens"	"epithelial"	"50h"	"SkBr3"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19670"	"PMID: 20227041"	"GSE19670"
"E.Br.8h.1"	4.38316483024387	"THBD"	"7056"	1	"Homo_sapiens"	"epithelial"	"8h"	"SkBr3"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19670"	"PMID: 20227041"	"GSE19670"
"E.Pr.24h.1"	2.14266349570813	"THBD"	"7056"	0.005064564075377	"Homo_sapiens"	"epithelial"	"24h"	"LNCaP"	"male"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE60956"	""	"GSE60956"
"E.Pr.24h.2"	5.11823449376426	"THBD"	"7056"	1.32097413204518e-08	"Homo_sapiens"	"epithelial"	"24h"	"prostosphere"	"male"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE60956"	""	"GSE60956"
"E.Pr.24h.3"	2.1941096845577	"THBD"	"7056"	7.1850486529836e-09	"Homo_sapiens"	"epithelial"	"24h"	"RWPE1"	NA	NA	NA	NA
"E.Pr.48h.1"	1.98150232547459	"THBD"	"7056"	3.11587442312285e-07	"Homo_sapiens"	"epithelial"	"48h"	"RWPE1"	NA	NA	NA	NA
"E.Pr.6h.1"	5.38594938467832	"THBD"	"7056"	2.28518942044198e-15	"Homo_sapiens"	"epithelial"	"6h"	"RWPE1"	NA	NA	NA	NA
"E.Br.20h.1"	3.88106024382984	"TRIM56"	"81844"	1	"Homo_sapiens"	"epithelial"	"20h"	"SkBr3"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19670"	"PMID: 20227041"	"GSE19670"
"E.Br.24h.2"	1.4080390783866	"TRIM56"	"81844"	0.0522306890631609	"Homo_sapiens"	"epithelial"	"24h"	"MDA-MB-31"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE53975"	""	"GSE53975"
"E.Br.24h.3"	1.4080390783866	"TRIM56"	"81844"	0.0522306890631609	"Homo_sapiens"	"epithelial"	"24h"	"primaryBreastCancerFragments"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE27220"	""	"GSE27220"
"E.Br.24h.4"	1.30744520336373	"TRIM56"	"81844"	0.0426315325735421	"Homo_sapiens"	"epithelial"	"24h"	"primaryBreastCancerFragments"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE27220"	""	"GSE27220"
"E.Br.50h.1"	4.34735135028025	"TRIM56"	"81844"	1	"Homo_sapiens"	"epithelial"	"50h"	"SkBr3"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19670"	"PMID: 20227041"	"GSE19670"
"E.Br.8h.1"	5.11614839591629	"TRIM56"	"81844"	1	"Homo_sapiens"	"epithelial"	"8h"	"SkBr3"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19670"	"PMID: 20227041"	"GSE19670"
"E.HN.24h.1"	4.210868094	"TRIM56"	"81844"	0.408474318	NA	NA	NA	NA	NA	NA	NA	NA
"E.Pr.24h.2"	1.66448473155905	"TRIM56"	"81844"	5.20900888941151e-06	"Homo_sapiens"	"epithelial"	"24h"	"prostosphere"	"male"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE60956"	""	"GSE60956"
"E.Pr.6h.1"	1.84667319728041	"TRIM56"	"81844"	0.00141695180735538	"Homo_sapiens"	"epithelial"	"6h"	"RWPE1"	NA	NA	NA	NA
"E.Br.20h.1"	3.36525865558858	"WSB1"	"26118"	1	"Homo_sapiens"	"epithelial"	"20h"	"SkBr3"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19670"	"PMID: 20227041"	"GSE19670"
"E.Br.24h.2"	1.42918275755654	"WSB1"	"26118"	0.0682906275974442	"Homo_sapiens"	"epithelial"	"24h"	"MDA-MB-31"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE53975"	""	"GSE53975"
"E.Br.24h.3"	1.42918275755654	"WSB1"	"26118"	0.0682906275974442	"Homo_sapiens"	"epithelial"	"24h"	"primaryBreastCancerFragments"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE27220"	""	"GSE27220"
"E.Br.50h.1"	5.52755919993486	"WSB1"	"26118"	1	"Homo_sapiens"	"epithelial"	"50h"	"SkBr3"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19670"	"PMID: 20227041"	"GSE19670"
"E.Br.8h.1"	4.68136979812287	"WSB1"	"26118"	1	"Homo_sapiens"	"epithelial"	"8h"	"SkBr3"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19670"	"PMID: 20227041"	"GSE19670"
"E.HN.24h.1"	2.41984093	"WSB1"	"26118"	0.378371517	NA	NA	NA	NA	NA	NA	NA	NA
"E.Lu.24h.1"	1.66545426466871	"WSB1"	"26118"	0.00109714214899856	"Homo_sapiens"	"epithelial"	"24h"	"AlveloarTypeIIcells"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE46749"	"PMID: 25903964"	"GSE46749"
"E.Pr.6h.1"	1.54636024678449	"WSB1"	"26118"	0.0092151045816512	"Homo_sapiens"	"epithelial"	"6h"	"RWPE1"	NA	NA	NA	NA
"E.Br.20h.1"	2.47933741707643	"ZBTB38"	"253461"	1	"Homo_sapiens"	"epithelial"	"20h"	"SkBr3"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19670"	"PMID: 20227041"	"GSE19670"
"E.Br.50h.1"	2.80652781260772	"ZBTB38"	"253461"	1	"Homo_sapiens"	"epithelial"	"50h"	"SkBr3"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19670"	"PMID: 20227041"	"GSE19670"
"E.Br.8h.1"	2.29354832665137	"ZBTB38"	"253461"	1	"Homo_sapiens"	"epithelial"	"8h"	"SkBr3"	"female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19670"	"PMID: 20227041"	"GSE19670"
"E.HN.24h.1"	2.809486677	"ZBTB38"	"253461"	0.930349438	NA	NA	NA	NA	NA	NA	NA	NA
"E.HN.24h.1"	3.08403136	"ZBTB38"	"253461"	0.608172873	NA	NA	NA	NA	NA	NA	NA	NA
"E.HN.24h.1"	3.38437287	"ZBTB38"	"253461"	0.408474318	NA	NA	NA	NA	NA	NA	NA	NA
"E.HN.24h.1"	3.232901249	"ZBTB38"	"253461"	0.608172873	NA	NA	NA	NA	NA	NA	NA	NA
"E.Pr.6h.1"	2.11456573427975	"ZBTB38"	"253461"	0.00694063484377017	"Homo_sapiens"	"epithelial"	"6h"	"RWPE1"	NA	NA	NA	NA
