"dataset"	"FC"	"Gene.Name"	"Gene.ID"	"P.Value"	"cellType"	"species"	"type.x"	"treatmentTime"	"cellName"	"sex"	"GEOlink"	"papers"	"GEO"
"L.Pbmc.2M.1"	-1.45780864971331	"CSF2RA"	"1438"	0.00996303475094808	"pbmc"	"Homo_sapiens"	"lymphocytic"	"2M"	"PBMCs"	NA	NA	NA	NA
"L.Pbmc.8h.1"	-1.56379870192933	"CSF2RA"	"1438"	0.00296400946807652	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	-1.64417345889131	"CSF2RA"	"1438"	3.07202558254175e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	10.3292526227975	"CYP24A1"	"1591"	9.56162327768161e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	17.0412785078221	"CYP24A1"	"1591"	2.38990108112936e-07	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	3.04713309940466	"CYP24A1"	"1591"	3.93143630149812e-26	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	11.5903262780049	"CYP24A1"	"1591"	3.56615714038217e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	19.147525704156	"CYP24A1"	"1591"	8.42993514632738e-09	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	2.99198457625071	"DDEF2"	"8853"	2.65818526153714e-06	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	2.70677333633678	"DDEF2"	"8853"	0.000228230612042018	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	1.84606996459711	"DDEF2"	"8853"	3.77874400156992e-41	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	3.36781948505877	"DDEF2"	"8853"	4.42971376279876e-06	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	2.58631006360276	"DDEF2"	"8853"	0.0001571582034918	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	6.41868278757527	"DHRS9"	"10170"	6.64742301829282e-06	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	8.75199453372901	"DHRS9"	"10170"	5.449991151821e-09	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	2.51567606390224	"DHRS9"	"10170"	4.70052528546171e-21	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	2.67875691339314	"DHRS9"	"10170"	0.00111998759674965	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	3.00025152565344	"DHRS9"	"10170"	2.88504172492414e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	1.79291427141375	"DIRC2"	"84925"	0.00298379910859512	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	2.14136398379207	"DIRC2"	"84925"	4.3027154615976e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	1.79870366340563	"DIRC2"	"84925"	1.29598090507236e-18	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	2.419984999543	"DIRC2"	"84925"	0.0046105950253631	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	2.30894542442701	"DIRC2"	"84925"	3.33136893661998e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	-2.60533220275804	"DPYSL2"	"1808"	4.13816131989766e-08	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	-2.65895674589516	"DPYSL2"	"1808"	4.86642098869624e-07	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	-1.46283383419591	"DPYSL2"	"1808"	1.96990860171123e-20	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	-1.67647410801213	"DPYSL2"	"1808"	0.000101432778952255	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	2.00568213685645	"DYSF"	"8291"	0.00151650656130067	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	1.88697121074046	"DYSF"	"8291"	0.00241379645119232	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.1"	2.11701040069486	"DYSF"	"8291"	0.00809879950525095	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	1.93660814260886	"DYSF"	"8291"	0.00387355255157082	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	1.52178808117566	"EDG2"	"1902"	0.0315623912301702	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	1.64847921286378	"EDG2"	"1902"	0.000363665621944609	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	2.11497692612303	"EDG2"	"1902"	3.60877097562335e-32	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	2.65247397268034	"EDG2"	"1902"	1.55881385668429e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	2.01745528721571	"EDG2"	"1902"	7.80641606738234e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	5.5297513979943	"EDN1"	"1906"	0.000489070255949334	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	5.04811285751641	"EDN1"	"1906"	2.55337132124983e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	1.89081952479687	"EDN1"	"1906"	2.42245312996347e-21	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	2.65205481829689	"EDN1"	"1906"	0.0335651272583787	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	2.39741562757129	"EDN1"	"1906"	0.000111831113508479	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	2.57244542146669	"EFTUD1"	"79631"	6.50144708135189e-10	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	2.73528656372648	"EFTUD1"	"79631"	4.68185057498128e-08	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	1.97545492614215	"EFTUD1"	"79631"	3.76496369778836e-53	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	2.5972850933395	"EFTUD1"	"79631"	1.29593378025828e-07	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	2.93316097906582	"EFTUD1"	"79631"	1.36326903931652e-08	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	1.53320733672732	"ELL2"	"22936"	0.0237804735212488	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	1.58143345552554	"ELL2"	"22936"	0.00498828615062923	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.1"	1.50497722650671	"ELL2"	"22936"	0.00728828909458943	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	1.7973111644444	"ELL2"	"22936"	0.00925765101843076	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	1.57081743690141	"ENTPD7"	"57089"	0.000558768067203016	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	1.60413970245875	"ENTPD7"	"57089"	7.24415906842392e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	1.63780909725728	"ENTPD7"	"57089"	1.83865766763183e-34	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	1.61282464753549	"ENTPD7"	"57089"	0.00012475113988695	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	1.53618095848064	"ENTPD7"	"57089"	0.00525309905165003	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	2.52982427635694	"FAM116B"	"414918"	0.0010242803212055	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	2.51988568712706	"FAM116B"	"414918"	2.48916832879525e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	1.68413960669354	"FAM116B"	"414918"	6.88376385848733e-21	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	3.14541131824048	"FAM116B"	"414918"	8.35508180417237e-06	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	2.83296280162467	"FAM116B"	"414918"	2.4030470689915e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	-1.54303906219827	"FAM129B"	"64855"	0.0111517079484419	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	-1.69042536390188	"FAM129B"	"64855"	0.000394110408128666	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	-1.38465960986859	"FAM129B"	"64855"	2.39642125381932e-05	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	-1.65520828339785	"FAM129B"	"64855"	0.00535414528917477	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	-1.68860423884818	"FAM129B"	"64855"	4.22173792247633e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	1.72572726698807	"FAM20C"	"56975"	0.00987647082523706	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	1.54566527547088	"FAM20C"	"56975"	0.0400817481715688	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.1"	1.72763614288428	"FAM20C"	"56975"	0.0238590946174101	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	2.17098864337157	"FAM20C"	"56975"	0.00247299930796714	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	-1.74953024724985	"FAM49A"	"81553"	0.000977344618472931	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	-1.83832123298903	"FAM49A"	"81553"	4.79944826546524e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	-1.37052160588067	"FAM49A"	"81553"	6.79299721777018e-15	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	-1.68963257934735	"FAM49A"	"81553"	3.45667807977247e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	-1.63012293122843	"FAM49A"	"81553"	4.00302689887174e-08	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	8.49187881490004	"FBP1"	"2203"	3.05165964349456e-06	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	8.30905062104849	"FBP1"	"2203"	8.0202085785314e-06	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	4.95049134294205	"FBP1"	"2203"	2.6721972596231e-55	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	24.0236148749898	"FBP1"	"2203"	2.61365276266437e-09	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	21.4289288061365	"FBP1"	"2203"	3.53872326409684e-10	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	-3.21837775824398	"FPRL1"	"2358"	0.00420875741549959	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	-2.73428628812038	"FPRL1"	"2358"	0.000226533229208454	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	-1.4440191896375	"FPRL1"	"2358"	5.03954824072239e-06	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	-1.69424895546132	"FPRL1"	"2358"	0.0232001113931371	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	-1.93740051335593	"FPRL1"	"2358"	1.24909238324256e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	2.93250230375907	"FUCA1"	"2517"	0.0156793156554018	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	2.53985562377441	"FUCA1"	"2517"	0.00569056290616625	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	2.05068176817288	"FUCA1"	"2517"	7.87148516038408e-16	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	3.0105787876934	"FUCA1"	"2517"	0.0104948954702133	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	2.9699388010349	"FUCA1"	"2517"	0.000537614458562958	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	7.59366539006922	"G0S2"	"50486"	3.21201775995284e-07	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	8.45442009982124	"G0S2"	"50486"	3.45251202413888e-07	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	6.1521758413314	"G0S2"	"50486"	1.69058150799081e-67	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	10.9950535128956	"G0S2"	"50486"	2.81636616424443e-09	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	11.6701963154733	"G0S2"	"50486"	1.56732836250165e-10	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	-1.67127845170327	"GPR162"	"27239"	0.0481842954499871	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	-1.65285458636334	"GPR162"	"27239"	0.00850258360285351	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
